id,Player,#,Nation,Pos,Age,Min,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons,team,game,league,season,game_id
,,,,,,,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,,,,,
6bca20fe,Enzo Loiodice,12,FRA,DM,23-276,10,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,2,0,0,0,Las Palmas,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
e7630876,Mika Màrmol,3,ESP,LB,22-058,90,0,0,0,0,1,0,0,0,54,2,3,3,0.0,0.0,0.0,0,0,35,44,79.5,0,27,3,0,0,Las Palmas,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
4e5a4cbc,Scott McKenna,15,SCO,CB,27-291,90,0,0,0,0,0,0,0,0,43,1,0,4,0.0,0.0,0.0,1,0,26,31,83.9,1,24,0,0,0,Las Palmas,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
9c137b36,Álex Suárez,4,ESP,CB,31-164,90,0,0,0,0,0,0,0,0,52,3,1,1,0.0,0.0,0.0,0,0,33,37,89.2,0,22,0,0,0,Las Palmas,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
efaefda0,Marvin,2,ESP,RB,24-057,90,0,0,0,0,0,0,0,0,53,6,1,2,0.0,0.0,0.0,0,0,29,36,80.6,2,21,2,0,0,Las Palmas,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
04ac8285,Jasper Cillessen,1,NED,GK,35-129,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,26,40,65.0,0,27,0,0,0,Las Palmas,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
42fd9c7f,Kylian Mbappé,9,FRA,FW,25-253,90,0,0,0,0,9,2,0,0,40,0,0,0,0.5,0.5,0.0,6,0,18,21,85.7,7,33,7,10,5,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
7111d552,Vinicius Júnior,7,BRA,LW,24-048,85,1,0,1,1,5,1,0,0,38,1,0,0,1.1,0.4,0.3,4,0,14,21,66.7,4,27,7,6,2,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
a2728fbf,Endrick,16,BRA,LW,18-039,5,0,0,0,0,2,0,0,0,3,0,0,0,0.2,0.2,0.0,0,0,0,1,0.0,0,2,0,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
407feb71,Brahim Díaz,21,MAR,RW,25-026,45,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,1,0,17,26,65.4,1,22,3,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
8f5e92a6,Rodrygo,11,BRA,RW,23-233,45,0,0,0,0,1,1,0,0,27,0,0,1,0.0,0.0,0.1,3,0,21,24,87.5,2,18,2,1,1,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
6025fab1,Luka Modrić,10,CRO,AM,38-355,63,0,0,0,0,0,0,0,0,57,1,1,0,0.0,0.0,0.5,5,0,44,52,84.6,9,37,0,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
3741ca58,Arda Güler,15,TUR,AM,19-186,27,0,0,0,0,1,0,0,0,15,0,0,0,0.3,0.3,0.3,4,1,9,12,75.0,3,9,0,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
4f255115,Aurélien Tchouaméni,14,FRA,DM,24-215,90,0,0,0,0,1,0,0,0,89,2,3,0,0.3,0.3,0.0,5,0,70,79,88.6,13,58,2,1,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
0959c2a2,Federico Valverde,8,URU,DM,26-038,90,0,0,0,0,2,1,0,0,71,2,2,2,0.2,0.2,0.1,5,0,54,60,90.0,6,38,1,2,2,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
3cefcaef,Ferland Mendy,23,FRA,LB,29-082,45,0,0,0,0,0,0,1,0,35,1,2,0,0.0,0.0,0.0,0,0,26,29,89.7,1,16,1,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
7226539b,Fran Garcia,20,ESP,LB,25-015,45,0,0,0,0,1,1,0,0,43,1,0,1,0.0,0.0,0.0,0,0,33,39,84.6,4,27,3,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
18b896d6,Antonio Rüdiger,22,GER,CB,31-179,90,0,0,0,0,2,1,0,0,70,0,0,1,0.1,0.1,0.0,3,0,59,61,96.7,5,40,1,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
2784f898,Éder Militão,3,BRA,CB,26-224,90,0,0,0,0,0,0,1,0,67,1,2,0,0.0,0.0,0.0,2,0,54,61,88.5,5,41,0,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
fd51b456,Lucas Vázquez,17,ESP,RB,33-059,75,0,0,0,0,0,0,0,0,61,2,0,0,0.0,0.0,0.3,5,0,46,53,86.8,7,35,2,5,4,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
4958bfb2,Dani Carvajal,2,ESP,RB,32-231,15,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,14,20,70.0,0,9,0,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
1840e36d,Thibaut Courtois,1,BEL,GK,32-110,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,1,0,29,32,90.6,0,22,0,0,0,Real Madrid,2024-08-29 Las Palmas-Real Madrid,ESP-LALIGA,24-25,173a87bb
